sgRNA	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
2bc21868_AAC_3.7	2bc21868_AAC_3	1009.4/1197.4/1360.5	930.57/999.57/1235.7	1197.4	999.57	-0.2603	30974	58840	0.81562	0.20736	0.79264	0.41472	0.99837	False
2bc8434_GAC_7.7	2bc8434_GAC_7	1719.2/2116.3/1021.2	1478.9/1489.1/1307.5	1719.2	1478.9	-0.21705	3.2244e+05	86797	0.81556	0.20738	0.79262	0.41475	0.99837	False
2bc31660_AAC_1.5	2bc31660_AAC_1	838.21/647.14/966.6	836.12/1001.5/1084	838.21	1001.5	0.25653	26497	40105	0.81548	0.7926	0.2074	0.4148	0.99837	True
2bc6199_AAC_1.6	2bc6199_AAC_1	556.43/518.57/1187.1	687.44/472.05/853.45	556.43	687.44	0.30453	1.996e+05	25821	0.81528	0.79249	0.20751	0.41502	0.99837	True
2bc16102.0_AAC_1.4	2bc16102.0_AAC_1	1158/1174.3/1004.1	963.81/1029.7/934.34	1158	963.81	-0.26461	11985	56763	0.81524	0.20747	0.79253	0.41494	0.99837	False
2bc26150_GAC_2.8	2bc26150_GAC_2	538.59/530.57/773.93	667.32/571.32/928.28	538.59	667.32	0.30866	27723	24933	0.81523	0.79246	0.20754	0.41508	0.99837	True
2bc3831_GAC_4.8	2bc3831_GAC_4	655.11/625.71/484.91	486.28/587.87/414.59	625.71	486.28	-0.36305	10345	29291	0.81505	0.20752	0.79248	0.41505	0.99837	False
2bc32577_GAC_1.8	2bc32577_GAC_1	876.26/1449.4/875.62	1043.4/1101.8/385.27	876.26	1043.4	0.2516	1.6426e+05	42065	0.81493	0.79244	0.20756	0.41512	0.99837	True
2bc31543_GAC_1.7	2bc31543_GAC_1	1028.4/965.99/992.3	1360.9/1016.1/1171	992.3	1171	0.23863	999.24	48080	0.81482	0.79241	0.20759	0.41517	0.99837	True
2bc24562_GAC_5.7	2bc24562_GAC_5	1936.8/2490.8/1874.3	2308.9/1680.9/1550.2	1936.8	1680.9	-0.20434	1.5543e+05	98657	0.81478	0.2076	0.7924	0.4152	0.99837	False
2bc20214_GAC_4.4	2bc20214_GAC_4	1148.5/1660.3/1681.7	1424.7/1439.5/1411.6	1660.3	1424.7	-0.22059	1.3117e+05	83602	0.81466	0.20763	0.79237	0.41527	0.99837	False
2bc36785_GAC_2.4	2bc36785_GAC_2	659.87/728.57/954.83	918.33/879.86/645.14	728.57	879.86	0.27187	27957	34496	0.81458	0.79234	0.20766	0.41533	0.99837	True
2bc35163_AAC_2.6	2bc35163_AAC_2	623.01/722.57/1115.4	571.99/468.16/1036.5	722.57	571.99	-0.33662	82113	34191	0.81447	0.20769	0.79231	0.41538	0.99837	False
2bc8542_GAC_2.5	2bc8542_GAC_2	810.86/561.42/590.88	854.48/696.88/726.04	590.88	726.04	0.29672	24630	27543	0.81439	0.79225	0.20775	0.4155	0.99837	True
2bc19589_GAC_4.7	2bc19589_GAC_4	1256.7/1288.3/1257.8	1460.6/1772.4/1356	1257.8	1460.6	0.21552	466.03	62033	0.81432	0.79227	0.20773	0.41546	0.99837	True
2bc1020_GAC_2.4	2bc1020_GAC_2	1098.6/865.71/1210.7	850.11/910.03/1210.4	1098.6	910.03	-0.27139	33398	53637	0.81417	0.20777	0.79223	0.41555	0.99837	False
2bc18699_GAC_3.8	2bc18699_GAC_3	967.81/1104.8/801.76	848.36/575.22/791.77	967.81	791.77	-0.28931	23176	46806	0.81371	0.20791	0.79209	0.41581	0.99837	False
2bc13346_GAC_2.4	2bc13346_GAC_2	527.89/277.71/487.05	824.75/440.9/608.74	487.05	608.74	0.32117	22745	22378	0.81348	0.79191	0.20809	0.41618	0.99837	True
2bc778_GAC_3.8	2bc778_GAC_3	735.96/612.85/768.57	887.72/641.4/973.78	735.96	887.72	0.27014	8109.6	34873	0.81266	0.79179	0.20821	0.41643	0.99837	True
2bc27023_GAC_1.4	2bc27023_GAC_1	1010.6/1524.8/1687	1405.5/1025.9/1300.4	1524.8	1300.4	-0.22955	1.4537e+05	76296	0.81258	0.20823	0.79177	0.41646	0.99837	False
2bc21512_GAC_6.4	2bc21512_GAC_6	804.92/1498.3/1232.1	1032/1303.2/791.77	1232.1	1032	-0.25538	1.2666e+05	60672	0.81215	0.20835	0.79165	0.41671	0.99837	False
2bc37254_GAC_1.8	2bc37254_GAC_1	1963/1072.3/1116.5	1780.7/1306.2/621.88	1116.5	1306.2	0.22621	3.5925e+05	54576	0.81201	0.79161	0.20839	0.41679	0.99837	True
NT-679	NonTargetingControlGuideForHuman-679	1010.6/1012.3/828.52	830.87/1020/755.36	1010.6	830.87	-0.28222	16580	49035	0.8117	0.20848	0.79152	0.41697	0.99837	False
2bc7384_AAC_2.7	2bc7384_AAC_2	580.21/1227.4/781.42	613.09/1898.9/624.92	781.42	624.92	-0.32197	1.197e+05	37193	0.81157	0.20852	0.79148	0.41704	0.99837	False
2bc4416_GAC_10.8	2bc4416_GAC_10	1077.2/810.85/1089.7	891.22/804.92/1122.4	1077.2	891.22	-0.27314	35547	52515	0.81154	0.20853	0.79147	0.41706	0.99837	False
2bc238_GAC_1.4	2bc238_GAC_1	1015.4/571.71/1131.5	802.01/1098.9/835.25	1015.4	835.25	-0.28142	1.0515e+05	49283	0.81136	0.20858	0.79142	0.41716	0.99837	False
2bc29183_GAC_5.4	2bc29183_GAC_5	1033.2/712.28/753.59	606.97/1040.5/907.04	753.59	907.04	0.26707	39944	35771	0.81136	0.79141	0.20859	0.41717	0.99837	True
2bc9603_AAC_3.6	2bc9603_AAC_3	628.95/78.857/650.83	489.78/308.53/672.44	628.95	489.78	-0.36018	1.5154e+05	29455	0.8113	0.2086	0.7914	0.41719	0.99837	False
2bc37607_AAC_1.5	2bc37607_AAC_1	809.68/578.57/628.35	785.39/652.11/767.5	628.35	767.5	0.28818	17679	29424	0.81121	0.79135	0.20865	0.4173	0.99837	True
2bc21435_GAC_6.5	2bc21435_GAC_6	430.4/852.85/834.94	997.04/1234.1/575.37	834.94	997.04	0.2557	81987	39937	0.81115	0.79136	0.20864	0.41729	0.99837	True
2bc15239_GAC_8.7	2bc15239_GAC_8	354.31/800.56/377.86	490.65/483.73/424.7	377.86	483.73	0.35549	89615	17035	0.81109	0.79095	0.20905	0.4181	0.99837	True
2bc4425_GAC_1.4	2bc4425_GAC_1	300.8/242.57/380.01	394.44/303.67/860.53	300.8	394.44	0.38986	4832	13333	0.81097	0.79035	0.20965	0.41931	0.99837	True
2bc22661_GAC_2.6	2bc22661_GAC_2	1445.8/1276.3/833.87	1479.8/2129.6/907.04	1276.3	1479.8	0.21333	1.1222e+05	63014	0.81086	0.79128	0.20872	0.41745	0.99837	True
2bc14046_AAC_10.4	2bc14046_AAC_10	1608.7/1582.3/1292	1353.9/1646.8/1291.3	1582.3	1353.9	-0.22474	42472	79388	0.8106	0.2088	0.7912	0.4176	0.99837	False
2bc17749_AAC_1.8	2bc17749_AAC_1	1431.5/1106.6/1173.2	970.81/1226.4/978.84	1173.2	978.84	-0.26106	35579	57562	0.81012	0.20894	0.79106	0.41787	0.99837	False
NT-954	NonTargetingControlGuideForHuman-954	1602.7/1659.4/1624.9	1428.2/1328.5/1393.4	1624.9	1393.4	-0.22159	841.66	81690	0.80995	0.20898	0.79102	0.41797	0.99837	False
2bc7071_GAC_2.4	2bc7071_GAC_2	891.71/750.85/1147.5	715.42/724.13/738.17	891.71	724.13	-0.29995	42637	42863	0.80946	0.20913	0.79087	0.41825	0.99837	False
2bc3530_GAC_11.6	2bc3530_GAC_11	854.86/980.56/362.88	612.22/691.04/802.89	854.86	691.04	-0.30651	1.2892e+05	40962	0.80944	0.20913	0.79087	0.41826	0.99837	False
2bc34306_GAC_1.8	2bc34306_GAC_1	857.23/1064.6/1344.5	892.09/1374.3/1248.8	1064.6	1248.8	0.23011	60666	51854	0.80918	0.7908	0.2092	0.41841	0.99837	True
2bc8542_GAC_3.8	2bc8542_GAC_3	1033.2/1107.4/1073.6	888.59/849.69/1179.1	1073.6	888.59	-0.27265	1388.4	52329	0.80897	0.20927	0.79073	0.41853	0.99837	False
2bc38658_AAC_1.4	2bc38658_AAC_1	246.11/785.14/1035.1	561.49/628.75/1275.1	785.14	628.75	-0.32	1.7652e+05	37383	0.80891	0.20928	0.79072	0.41857	0.99837	False
2bc38890.1_AAC_2.8	2bc38890.1_AAC_2	485.09/1223.1/825.31	664.7/558.67/853.45	825.31	664.7	-0.31181	1.3701e+05	39442	0.80876	0.20933	0.79067	0.41865	0.99837	False
NT-971	NonTargetingControlGuideForHuman-971	722.88/545.14/921.65	484.53/614.15/573.35	722.88	573.35	-0.33383	35550	34207	0.80864	0.20936	0.79064	0.41872	0.99837	False
2bc5164_AAC_1.7	2bc5164_AAC_1	447.05/301.71/447.44	340.22/562.57/655.25	447.05	562.57	0.33094	10561	20409	0.80862	0.79045	0.20955	0.4191	0.99837	True
2bc28984_GAC_1.6	2bc28984_GAC_1	643.22/875.14/367.16	905.21/629.72/783.68	643.22	783.68	0.28454	64997	30173	0.80858	0.7906	0.2094	0.4188	0.99837	True
2bc12274_GAC_1.5	2bc12274_GAC_1	613.5/724.28/566.26	982.18/750.41/685.59	613.5	750.41	0.29019	7251.9	28677	0.80849	0.79056	0.20944	0.41887	0.99837	True
2bc39713_GAC_1.8	2bc39713_GAC_1	684.84/1182/920.58	683.06/967.46/750.31	920.58	750.31	-0.2947	61956	44356	0.80848	0.20941	0.79059	0.41881	0.99837	False
NT-475	NonTargetingControlGuideForHuman-475	1221.1/1267.7/1353	1523.6/1469.7/1177	1267.7	1469.7	0.21312	4728.6	62560	0.80751	0.79031	0.20969	0.41938	0.99837	True
2bc8141_AAC_2.5	2bc8141_AAC_2	1087.9/935.14/891.67	618.34/1106.6/1229.6	935.14	1106.6	0.2427	12611	45110	0.80748	0.7903	0.2097	0.41939	0.99837	True
2bc22985_GAC_2.6	2bc22985_GAC_2	651.55/651.42/944.13	830.87/501.25/792.78	651.55	792.78	0.28266	42802	30593	0.80746	0.79028	0.20972	0.41944	0.99837	True
2bc2585.1_GAC_8.5	2bc2585.1_GAC_8	1325.7/966.85/740.74	1153.6/792.26/701.77	966.85	792.26	-0.28698	89942	46756	0.80741	0.20971	0.79029	0.41943	0.99837	False
2bc31056.1_GAC_4.4	2bc31056.1_GAC_4	1778.7/2525.1/2467.4	2178.6/1828.8/2571.5	2467.4	2178.6	-0.17947	2.3881e+05	1.2798e+05	0.80709	0.20981	0.79019	0.41962	0.99837	False
NT-633	NonTargetingControlGuideForHuman-633	1266.2/2067.4/2031.7	1260.3/1827.8/1771.6	2031.7	1771.6	-0.19751	2.936e+05	1.0386e+05	0.807	0.20983	0.79017	0.41966	0.99837	False
2bc28265_GAC_5.8	2bc28265_GAC_5	1513.5/2189.1/1220.3	1263.8/1291.6/1455.1	1513.5	1291.6	-0.22864	2.7121e+05	75687	0.80683	0.20988	0.79012	0.41976	0.99837	False
2bc13877_AAC_4.6	2bc13877_AAC_4	1287.6/1192.3/1472.9	1395.9/1491.1/1563.3	1287.6	1491.1	0.21149	21712	63617	0.80664	0.79006	0.20994	0.41987	0.99837	True
2bc31337_AAC_4.4	2bc31337_AAC_4	791.84/1198.3/699	1041.6/810.76/948.5	791.84	948.5	0.26014	86905	37726	0.80656	0.79003	0.20997	0.41993	0.99837	True
NT-183	NonTargetingControlGuideForHuman-183	707.43/577.71/702.21	555.37/424.36/620.87	702.21	555.37	-0.3379	7763.4	33157	0.80655	0.20996	0.79004	0.41993	0.99837	False
2bc20525_AAC_2.4	2bc20525_AAC_2	772.82/414.85/419.61	530.88/796.16/433.8	419.61	530.88	0.33862	62389	19066	0.80584	0.78958	0.21042	0.42083	0.99837	True
NT-856	NonTargetingControlGuideForHuman-856	1889.2/2402.6/2137.7	1870.8/2152/1678.6	2137.7	1870.8	-0.19231	65939	1.0969e+05	0.80583	0.21017	0.78983	0.42034	0.99837	False
2bc3927_GAC_4.4	2bc3927_GAC_4	934.52/1149.4/1026.5	846.61/834.11/953.56	1026.5	846.61	-0.27773	11784	49866	0.80578	0.21018	0.78982	0.42037	0.99837	False
2bc2056.0_GAC_3.4	2bc2056.0_GAC_3	1162.8/2142/1386.2	1522.7/1174.8/1008.2	1386.2	1174.8	-0.23859	3.1055e+05	68867	0.80575	0.21019	0.78981	0.42039	0.99837	False
2bc2946_GAC_3.7	2bc2946_GAC_3	477.96/478.28/680.8	777.52/597.6/395.38	478.28	597.6	0.32073	20506	21945	0.80547	0.7896	0.2104	0.42081	0.99837	True
NT-295	NonTargetingControlGuideForHuman-295	1718/1470.8/1451.5	1841/1252.6/1141.6	1470.8	1252.6	-0.23151	30738	73396	0.80547	0.21028	0.78972	0.42055	0.99837	False
2bc14531_GAC_1.6	2bc14531_GAC_1	1120/870.85/1268.5	1308.4/1489.1/1246.8	1120	1308.4	0.22413	42058	54761	0.80513	0.78963	0.21037	0.42074	0.99837	True
2bc19468.1_GAC_5.5	2bc19468.1_GAC_5	2370.8/2185.7/3182.4	2652.7/2578.3/3036.6	2370.8	2652.7	0.16202	3.4651e+05	1.226e+05	0.80507	0.78961	0.21039	0.42078	0.99837	True
2bc30313_GAC_3.6	2bc30313_GAC_3	795.41/1759.7/1038.3	931.45/599.55/857.49	1038.3	857.49	-0.27577	2.897e+05	50481	0.80484	0.21046	0.78954	0.42091	0.99837	False
NT-419	NonTargetingControlGuideForHuman-419	353.12/427.71/864.91	625.34/425.33/539.98	427.71	539.98	0.33556	98355	19462	0.80475	0.78929	0.21071	0.42142	0.99837	True
2bc19731_GAC_11.8	2bc19731_GAC_11	540.97/452.57/318.99	467.91/642.38/568.29	452.57	568.29	0.32785	12829	20680	0.80473	0.78934	0.21066	0.42132	0.99837	True
2bc1340_GAC_7.7	2bc1340_GAC_7	901.22/748.28/940.91	1068.8/773.77/1072.9	901.22	1068.8	0.24573	12484	43355	0.80462	0.78948	0.21052	0.42104	0.99837	True
2bc23733_GAC_2.7	2bc23733_GAC_2	1350.6/1447.7/1446.2	1110.7/1230.2/1277.1	1446.2	1230.2	-0.23311	4562.5	72072	0.80426	0.21062	0.78938	0.42125	0.99837	False
2bc36368_AAC_9.6	2bc36368_AAC_9	930.95/992.56/1077.9	1191.2/976.22/1168.9	992.56	1168.9	0.23575	5541.9	48094	0.80426	0.78938	0.21062	0.42125	0.99837	True
2bc30269_GAC_9.7	2bc30269_GAC_9	1889.2/2114.6/1542.5	1898.8/1640/1522.9	1889.2	1640	-0.20399	85498	96055	0.80418	0.21065	0.78935	0.42129	0.99837	False
2bc28727_GAC_8.6	2bc28727_GAC_8	483.9/689.14/536.29	227.4/409.76/497.51	536.29	409.76	-0.38741	13053	24818	0.80409	0.21067	0.78933	0.42134	0.99837	False
2bc21317_GAC_1.6	2bc21317_GAC_1	1310.2/843.42/1080.1	895.59/971.35/741.21	1080.1	895.59	-0.26994	54487	52666	0.80387	0.21073	0.78927	0.42147	0.99837	False
2bc23125_AAC_2.7	2bc23125_AAC_2	1349.5/1327.7/1817.6	1441.3/1717.9/1557.2	1349.5	1557.2	0.20647	1.0982e+05	66906	0.80329	0.7891	0.2109	0.42181	0.99837	True
2bc28427_AAC_2.4	2bc28427_AAC_2	1001.1/1880.6/960.18	785.39/939.23/824.12	1001.1	824.12	-0.28034	3.8756e+05	48539	0.80328	0.21091	0.78909	0.42181	0.99837	False
2bc14113_GAC_4.4	2bc14113_GAC_4	866.75/1135.7/996.58	783.64/1221.5/820.08	996.58	820.08	-0.28091	18106	48303	0.80308	0.21097	0.78903	0.42193	0.99837	False
2bc3984_GAC_4.5	2bc3984_GAC_4	2027.2/1729.7/1203.2	2025.6/1967/1025.4	1729.7	1967	0.1854	1.8286e+05	87365	0.80294	0.789	0.211	0.42201	0.99837	True
2bc31991_GAC_1.7	2bc31991_GAC_1	919.06/1101.4/1075.8	892.09/795.18/962.66	1075.8	892.09	-0.26986	12611	52441	0.80217	0.21123	0.78877	0.42245	0.99837	False
2bc22903_GAC_3.6	2bc22903_GAC_3	1360.2/938.56/1129.3	1850.7/1317.8/1058.7	1129.3	1317.8	0.22255	44838	55251	0.80208	0.78875	0.21125	0.42251	0.99837	True
2bc33342_AAC_6.7	2bc33342_AAC_6	706.24/358.28/953.76	852.73/1201/825.13	706.24	852.73	0.27159	91170	33361	0.80207	0.78873	0.21127	0.42254	0.99837	True
2bc10268_GAC_1.6	2bc10268_GAC_1	905.98/1464/1247.1	1269.9/1048.2/867.6	1247.1	1048.2	-0.25034	81696	61465	0.80194	0.21129	0.78871	0.42259	0.99837	False
2bc13584_GAC_2.5	2bc13584_GAC_2	990.4/1828.3/1457.9	1174.6/1383.1/1241.7	1457.9	1241.7	-0.23138	1.7787e+05	72703	0.80178	0.21134	0.78866	0.42268	0.99837	False
2bc519.1_GAC_1.6	2bc519.1_GAC_1	1274.6/1196.6/1513.6	1290/1073.5/808.96	1274.6	1073.5	-0.2474	31612	62923	0.80133	0.21147	0.78853	0.42294	0.99837	False
2bc4826_GAC_8.5	2bc4826_GAC_8	1702.6/754.28/1033	837.87/919.76/853.45	1033	853.45	-0.27513	2.6302e+05	50202	0.80124	0.21149	0.78851	0.42299	0.99837	False
2bc32447_GAC_1.6	2bc32447_GAC_1	1084.3/1113.4/1311.3	1488.6/1300.3/1132.5	1113.4	1300.3	0.22369	19999	54415	0.80123	0.7885	0.2115	0.423	0.99837	True
2bc14421_AAC_4.7	2bc14421_AAC_4	480.34/660.85/724.69	1048.6/802/596.6	660.85	802	0.27888	18330	31063	0.80083	0.78837	0.21163	0.42327	0.99837	True
2bc17514_GAC_1.7	2bc17514_GAC_1	905.98/992.56/684.01	1073.1/1293.5/553.12	905.98	1073.1	0.24403	28384	43600	0.80051	0.78829	0.21171	0.42342	0.99837	True
BRCA2-1	BRCA2	903.6/623.14/794.26	841.36/949.94/1040.5	794.26	949.94	0.25792	20620	37850	0.80016	0.78819	0.21181	0.42363	0.99837	True
2bc32556.0_GAC_7.4	2bc32556.0_GAC_7	1023.7/953.99/1088.6	859.73/1202/1238.7	1023.7	1202	0.23148	4537.8	49717	0.7998	0.78809	0.21191	0.42383	0.99837	True
2bc23440_GAC_2.4	2bc23440_GAC_2	1254.3/1012.3/1148.6	1481.6/1338.3/878.73	1148.6	1338.3	0.22035	14882	56264	0.79976	0.78807	0.21193	0.42385	0.99837	True
2bc21571_GAC_2.6	2bc21571_GAC_2	672.95/650.57/548.06	608.72/790.32/841.31	650.57	790.32	0.28034	5503.8	30544	0.79964	0.78802	0.21198	0.42396	0.99837	True
2bc28340_GAC_4.7	2bc28340_GAC_4	475.58/342.85/200.17	733.79/441.88/435.82	342.85	441.88	0.36511	18987	15345	0.79936	0.78736	0.21264	0.42528	0.99837	True
2bc11935_GAC_1.5	2bc11935_GAC_1	1010.6/1595.1/1487.9	1059.1/1270.2/1672.5	1487.9	1270.2	-0.22812	1.1966e+05	74311	0.79881	0.2122	0.7878	0.4244	0.99837	False
2bc5984_GAC_3.5	2bc5984_GAC_3	1190.1/1335.4/847.79	997.04/1082.3/672.44	1190.1	997.04	-0.25517	69156	58455	0.79866	0.21224	0.78776	0.42449	0.99837	False
2bc23496_GAC_8.8	2bc23496_GAC_8	2221/2106.8/1639.9	2228.5/1844.4/1660.4	2106.8	1844.4	-0.19184	1.1552e+05	1.08e+05	0.79861	0.21226	0.78774	0.42452	0.99837	False
2bc39605_AAC_2.7	2bc39605_AAC_2	951.16/369.43/543.78	551.87/680.33/670.42	543.78	670.42	0.30154	98179	25191	0.7979	0.78747	0.21253	0.42506	0.99837	True
2bc35932_GAC_5.4	2bc35932_GAC_5	955.92/679.71/1163.6	1127.4/1316.9/975.8	955.92	1127.4	0.23776	59704	46188	0.79772	0.78748	0.21252	0.42503	0.99837	True
2bc24167_GAC_3.8	2bc24167_GAC_3	1311.4/1062/1362.7	1402.9/1075.5/1108.3	1311.4	1108.3	-0.24261	32419	64881	0.79753	0.21257	0.78743	0.42515	0.99837	False
2bc21425_GAC_3.5	2bc21425_GAC_3	829.89/718.28/655.11	559.74/571.32/756.37	718.28	571.32	-0.32972	8223.5	33973	0.79742	0.2126	0.7874	0.4252	0.99837	False
2bc996_GAC_2.4	2bc996_GAC_2	795.41/464.57/776.07	655.08/622.91/446.95	776.07	622.91	-0.3167	48703	36919	0.79717	0.21268	0.78732	0.42535	0.99837	False
2bc7751_GAC_3.5	2bc7751_GAC_3	696.73/649.71/674.38	354.21/532.39/558.18	674.38	532.39	-0.34049	553.97	31747	0.79708	0.2127	0.7873	0.42541	0.99837	False
2bc5366_AAC_2.8	2bc5366_AAC_2	921.44/1110.8/1211.7	950.69/667.68/925.24	1110.8	925.24	-0.2635	23027	54280	0.79665	0.21283	0.78717	0.42565	0.99837	False
2bc7290_GAC_4.4	2bc7290_GAC_4	469.64/138.86/776.07	495.9/805.89/586.49	469.64	586.49	0.31996	1.0166e+05	21519	0.79661	0.78701	0.21299	0.42597	0.99837	True
2bc10106_GAC_2.7	2bc10106_GAC_2	1051/588.85/836.01	995.29/784.48/1047.6	836.01	995.29	0.25133	53661	39992	0.79649	0.78712	0.21288	0.42575	0.99837	True
2bc33995_AAC_5.6	2bc33995_AAC_5	595.66/1565.1/908.8	922.7/649.19/742.22	908.8	742.22	-0.29177	2.6441e+05	43746	0.79648	0.21288	0.78712	0.42576	0.99837	False
2bc9012_GAC_4.7	2bc9012_GAC_4	808.49/883.71/1222.4	1047.8/872.07/1295.3	883.71	1047.8	0.24543	60199	42450	0.7963	0.78707	0.21293	0.42586	0.99837	True
2bc142_GAC_2.6	2bc142_GAC_2	1128.3/1416.8/685.08	1315.4/911.98/1336.8	1128.3	1315.4	0.22115	1.3985e+05	55198	0.79629	0.78707	0.21293	0.42586	0.99837	True
2bc9045_GAC_2.8	2bc9045_GAC_2	882.2/1232.6/1173.2	982.18/1137.8/638.06	1173.2	982.18	-0.25616	44102	57562	0.7962	0.21296	0.78704	0.42592	0.99837	False
2bc25544_GAC_3.7	2bc25544_GAC_3	1130.7/1215.4/991.22	775.77/1140.7/943.44	1130.7	943.44	-0.26094	13315	55323	0.79609	0.21299	0.78701	0.42598	0.99837	False
2bc18012_GAC_2.8	2bc18012_GAC_2	463.69/909.42/865.98	725.04/692.99/703.79	865.98	703.79	-0.29881	81863	41535	0.79586	0.21306	0.78694	0.42611	0.99837	False
NT-310	NonTargetingControlGuideForHuman-310	923.81/1333.7/1004.1	1482.4/1179.6/950.52	1004.1	1179.6	0.23227	57550	48694	0.79561	0.78687	0.21313	0.42626	0.99837	True
NT-525	NonTargetingControlGuideForHuman-525	768.06/569.14/1052.2	920.08/864.29/1089.1	768.06	920.08	0.26022	60164	36510	0.79558	0.78686	0.21314	0.42629	0.99837	True
2bc18397_GAC_4.6	2bc18397_GAC_4	1896.4/1596.8/1842.2	1631.1/1599.1/1300.4	1842.2	1599.1	-0.20405	31571	93488	0.79506	0.21329	0.78671	0.42658	0.99837	False
2bc25601_GAC_8.4	2bc25601_GAC_8	468.45/570.85/459.22	273.75/352.33/365.04	468.45	352.33	-0.40993	5286.1	21461	0.79449	0.21346	0.78654	0.42691	0.99837	False
2bc26618_AAC_3.8	2bc26618_AAC_3	1444.6/2150.6/1117.5	1231.4/1463.8/1056.7	1444.6	1231.4	-0.23013	3.0268e+05	71988	0.79439	0.21348	0.78652	0.42697	0.99837	False
2bc39473_GAC_4.4	2bc39473_GAC_4	885.77/1555.7/780.35	996.17/1195.2/1049.6	885.77	1049.6	0.24461	2.2996e+05	42556	0.79427	0.78648	0.21352	0.42704	0.99837	True
2bc11512_GAC_3.4	2bc11512_GAC_3	809.68/857.14/967.68	1025.9/1018.1/945.47	857.14	1018.1	0.24797	7235.7	41079	0.79402	0.7864	0.2136	0.42719	0.99837	True
2bc20046_GAC_5.6	2bc20046_GAC_5	504.12/875.14/922.72	672.57/712.45/953.56	875.14	712.45	-0.29634	69960	42007	0.79377	0.21366	0.78634	0.42733	0.99837	False
2bc3257_AAC_2.7	2bc3257_AAC_2	1291.2/1067.1/1229.9	1049.5/1034.6/1004.1	1229.9	1034.6	-0.24927	15128	60559	0.7937	0.21369	0.78631	0.42737	0.99837	False
2bc28409_AAC_1.5	2bc28409_AAC_1	1574.2/1150.3/1319.8	1522.7/1495/1737.2	1319.8	1522.7	0.20609	46717	65330	0.79355	0.78627	0.21373	0.42746	0.99837	True
NT-388	NonTargetingControlGuideForHuman-388	1117.6/865.71/731.11	704.05/643.35/963.67	865.71	704.05	-0.29781	40787	41521	0.79336	0.21378	0.78622	0.42757	0.99837	False
2bc10614_GAC_10.6	2bc10614_GAC_10	411.38/220.28/532.01	510.77/527.53/519.75	411.38	519.75	0.33664	25534	18664	0.79329	0.78592	0.21408	0.42817	0.99837	True
2bc35578_GAC_2.7	2bc35578_GAC_2	1716.8/1962.8/1714.8	1719.5/1362.6/1483.4	1716.8	1483.4	-0.2107	30259	86667	0.79289	0.21392	0.78608	0.42784	0.99837	False
2bc8730_AAC_3.5	2bc8730_AAC_3	985.64/524.57/1026.5	1158.8/1309.1/696.71	985.64	1158.8	0.23334	1.0713e+05	47734	0.79277	0.78604	0.21396	0.42791	0.99837	True
2bc12472_GAC_4.8	2bc12472_GAC_4	1286.4/556.28/1087.6	1314.5/1270.2/900.97	1087.6	1270.2	0.22371	1.6091e+05	53059	0.79267	0.78601	0.21399	0.42797	0.99837	True
2bc37642_GAC_4.4	2bc37642_GAC_4	577.83/347.14/708.63	650.7/358.17/447.96	577.83	447.96	-0.36656	35163	26890	0.79256	0.21402	0.78598	0.42803	0.99837	False
2bc39456_GAC_12.7	2bc39456_GAC_12	1787/1455.4/1125	1241.9/1058/1251.9	1455.4	1241.9	-0.22868	1.0955e+05	72568	0.79249	0.21404	0.78596	0.42807	0.99837	False
2bc38887_GAC_5.7	2bc38887_GAC_5	878.63/754.28/610.15	604.35/380.56/743.23	754.28	604.35	-0.31925	18119	35806	0.79243	0.21405	0.78595	0.42811	0.99837	False
2bc27960_GAC_1.7	2bc27960_GAC_1	1622.9/1317.4/1409.8	1200/1113.5/1213.4	1409.8	1200	-0.2323	26981	70125	0.79232	0.21409	0.78591	0.42817	0.99837	False
2bc22160_AAC_4.7	2bc22160_AAC_4	1244.8/1094.6/1274.9	1048.6/1274/1030.4	1244.8	1048.6	-0.24721	11742	61347	0.79208	0.21416	0.78584	0.42831	0.99837	False
2bc7170_GAC_3.6	2bc7170_GAC_3	776.38/623.14/360.74	488.03/584.95/404.48	623.14	488.03	-0.35195	46169	29162	0.79155	0.21431	0.78569	0.42862	0.99837	False
2bc29154_GAC_1.5	2bc29154_GAC_1	715.75/482.57/836.01	891.22/861.37/744.24	715.75	861.37	0.26683	34418	33844	0.79154	0.78568	0.21432	0.42865	0.99837	True
2bc30853_AAC_2.7	2bc30853_AAC_2	586.15/297.43/618.71	452.17/788.37/716.94	586.15	716.94	0.29012	42212	27306	0.79145	0.78562	0.21438	0.42876	0.99837	True
2bc16956_GAC_11.5	2bc16956_GAC_11	1125.9/1200.8/837.08	878.97/940.2/1007.1	1125.9	940.2	-0.25983	44524	55073	0.79144	0.21434	0.78566	0.42869	0.99837	False
2bc20221_GAC_1.5	2bc20221_GAC_1	1224.6/1111.7/616.57	882.47/1020/927.27	1111.7	927.27	-0.26146	1.2895e+05	54325	0.79132	0.21438	0.78562	0.42875	0.99837	False
2bc21789_GAC_2.6	2bc21789_GAC_2	973.75/1272.8/717.19	848.36/802/625.93	973.75	802	-0.27964	77640	47115	0.79129	0.21439	0.78561	0.42878	0.99837	False
